customerID,tenure,MonthlyCharges,Contract,Churn
CUST_0690,56,115.99,One year,No
CUST_0691,17,69.83,One year,No
CUST_0692,63,80.59,Month-to-month,Yes
CUST_0693,68,54.09,Two year,No
CUST_0694,71,108.85,Month-to-month,Yes
CUST_0695,44,37.61,One year,No
CUST_0696,1,88.31,Month-to-month,Yes
CUST_0697,17,20.9,Month-to-month,Yes
CUST_0698,18,44.27,Two year,No
CUST_0699,38,67.0,Two year,No
CUST_0700,36,75.83,One year,No
CUST_0701,40,82.88,Two year,No
CUST_0702,34,98.92,Month-to-month,Yes
CUST_0703,45,62.94,Two year,No
CUST_0704,38,79.9,Two year,No
CUST_0705,19,53.98,Month-to-month,No
CUST_0706,26,27.56,Month-to-month,No
CUST_0707,58,83.9,Two year,No
CUST_0708,8,86.85,One year,Yes
CUST_0709,7,30.2,Month-to-month,No
CUST_0710,68,86.08,Two year,No
CUST_0711,7,91.14,Two year,No
CUST_0712,46,90.31,Two year,No
CUST_0713,72,29.14,Two year,Yes
CUST_0714,8,34.44,Month-to-month,No
CUST_0715,16,118.76,Two year,No
CUST_0716,58,39.27,One year,No
CUST_0717,15,99.13,One year,Yes
CUST_0718,55,103.98,Two year,Yes
CUST_0719,21,42.95,Two year,No
CUST_0720,12,118.34,One year,No
CUST_0721,65,45.12,Month-to-month,No
CUST_0722,10,76.53,One year,No
CUST_0723,66,110.56,One year,No
CUST_0724,23,43.7,One year,No
CUST_0725,23,82.63,One year,Yes
CUST_0726,10,92.37,One year,Yes
CUST_0727,7,98.85,Month-to-month,Yes
CUST_0728,29,28.95,Month-to-month,Yes
CUST_0729,64,31.86,Two year,No
CUST_0730,14,45.02,Two year,No
CUST_0731,46,44.82,One year,No
CUST_0732,17,25.47,Month-to-month,No
CUST_0733,42,100.11,Two year,No
CUST_0734,29,98.69,Month-to-month,Yes
CUST_0735,41,33.0,Two year,No
CUST_0736,52,67.12,One year,No
CUST_0737,65,59.07,One year,No
CUST_0738,13,34.22,Month-to-month,Yes
CUST_0739,46,118.92,Two year,No
CUST_0740,50,54.8,Month-to-month,Yes
CUST_0741,59,32.74,One year,No
CUST_0742,50,64.94,Month-to-month,No
CUST_0743,10,60.44,Month-to-month,Yes
CUST_0744,27,49.66,Two year,No
CUST_0745,28,39.44,One year,No
CUST_0746,16,85.17,Two year,No
CUST_0747,71,115.93,Month-to-month,Yes
CUST_0748,22,29.06,Month-to-month,No
CUST_0749,1,37.47,Two year,No
CUST_0750,64,95.28,Month-to-month,Yes
CUST_0751,65,105.77,One year,No
CUST_0752,46,54.86,Two year,No
CUST_0753,6,77.2,Month-to-month,Yes
CUST_0754,65,109.16,Month-to-month,Yes
CUST_0755,18,59.29,One year,No
CUST_0756,41,38.36,One year,No
CUST_0757,15,98.74,Two year,Yes
CUST_0758,70,87.4,One year,No
CUST_0759,35,107.3,One year,Yes
CUST_0760,16,61.18,Two year,No
CUST_0761,46,118.16,Month-to-month,No
CUST_0762,38,34.04,Month-to-month,No
CUST_0763,51,21.45,Two year,No
CUST_0764,30,112.55,One year,Yes
CUST_0765,18,91.29,One year,Yes
CUST_0766,27,100.52,Two year,No
CUST_0767,21,86.55,One year,No
CUST_0768,4,109.64,Two year,No
CUST_0769,29,69.14,One year,No
CUST_0770,67,105.34,Month-to-month,Yes
CUST_0771,30,28.91,Month-to-month,No
CUST_0772,63,100.33,Two year,No
CUST_0773,29,87.58,One year,No
CUST_0774,27,21.73,Month-to-month,No
CUST_0775,52,84.19,Two year,No
CUST_0776,8,98.24,Month-to-month,Yes
CUST_0777,68,94.28,One year,Yes
CUST_0778,38,73.93,Month-to-month,Yes
CUST_0779,14,68.65,One year,No
CUST_0780,65,117.39,Month-to-month,Yes
CUST_0781,47,107.73,One year,No
CUST_0782,30,35.31,One year,No
CUST_0783,51,107.03,Two year,No
CUST_0784,65,105.7,Two year,Yes
CUST_0785,34,60.52,Month-to-month,Yes
CUST_0786,33,111.35,One year,No
CUST_0787,18,28.89,One year,No
CUST_0788,49,57.01,Month-to-month,Yes
CUST_0789,34,42.01,Month-to-month,No
CUST_0790,55,108.63,One year,Yes
CUST_0791,62,98.13,Two year,No
CUST_0792,49,100.89,Month-to-month,Yes
CUST_0793,7,102.78,Month-to-month,Yes
CUST_0794,51,27.41,Month-to-month,Yes
CUST_0795,22,54.18,Two year,No
CUST_0796,64,105.3,One year,No
CUST_0797,72,117.88,One year,No
CUST_0798,44,99.97,Two year,No
CUST_0799,6,78.3,One year,No
CUST_0800,11,46.56,Two year,No
CUST_0801,56,119.55,Month-to-month,Yes
CUST_0802,2,34.08,Two year,No
CUST_0803,28,76.92,Two year,No
CUST_0804,36,55.33,One year,No
CUST_0805,71,24.02,Two year,No
CUST_0806,18,76.32,Month-to-month,No
CUST_0807,7,42.31,One year,No
CUST_0808,36,112.56,Two year,No
CUST_0809,58,81.6,One year,No
CUST_0810,55,51.33,Month-to-month,Yes
CUST_0811,34,114.19,Month-to-month,Yes
CUST_0812,52,42.67,Two year,No
CUST_0813,32,93.56,Month-to-month,Yes
CUST_0814,3,106.69,Month-to-month,No
CUST_0815,64,60.1,Two year,No
CUST_0816,35,27.62,One year,No
CUST_0817,55,73.5,Month-to-month,Yes
CUST_0818,16,83.04,Two year,No
CUST_0819,15,100.02,Month-to-month,Yes
CUST_0820,24,71.59,One year,No
CUST_0821,17,67.76,Two year,No
CUST_0822,31,109.69,Month-to-month,Yes
CUST_0823,49,71.6,One year,No
CUST_0824,1,54.56,Two year,No
CUST_0825,23,114.57,Two year,Yes
CUST_0826,5,111.02,One year,No
CUST_0827,44,70.2,One year,No
CUST_0828,72,97.13,Month-to-month,Yes
CUST_0829,9,74.97,Month-to-month,Yes
CUST_0830,6,79.35,Two year,No
CUST_0831,2,44.84,One year,No
CUST_0832,5,93.16,Two year,No
CUST_0833,67,79.61,Month-to-month,No
CUST_0834,21,107.04,Month-to-month,Yes
CUST_0835,54,116.3,One year,No
CUST_0836,37,37.79,Two year,No
CUST_0837,34,37.4,Month-to-month,Yes
CUST_0838,41,110.87,One year,No
CUST_0839,64,29.36,One year,No
CUST_0840,68,93.43,One year,No
CUST_0841,4,61.44,Month-to-month,No
CUST_0842,40,47.13,Month-to-month,Yes
CUST_0843,39,111.08,Two year,No
CUST_0844,69,71.78,One year,No
CUST_0845,27,41.9,One year,No
CUST_0846,69,110.86,Two year,No
CUST_0847,67,28.52,Month-to-month,No
CUST_0848,61,39.12,Month-to-month,No
CUST_0849,71,26.1,Month-to-month,Yes
CUST_0850,52,81.05,Two year,No
CUST_0851,18,98.88,One year,No
CUST_0852,30,29.84,Month-to-month,No
CUST_0853,60,65.34,Two year,No
CUST_0854,23,49.04,Month-to-month,Yes
CUST_0855,68,22.8,One year,No
CUST_0856,54,107.87,One year,No
CUST_0857,47,41.01,Month-to-month,No
CUST_0858,49,56.21,One year,Yes
CUST_0859,63,77.24,Month-to-month,Yes
CUST_0860,70,98.02,One year,Yes
CUST_0861,31,104.88,Month-to-month,Yes
CUST_0862,59,70.54,Two year,No
CUST_0863,2,70.5,One year,No
CUST_0864,50,67.78,Two year,No
CUST_0865,35,78.42,One year,No
CUST_0866,1,34.62,One year,No
CUST_0867,43,54.62,One year,No
CUST_0868,14,39.81,Two year,No
CUST_0869,35,35.97,Month-to-month,No
CUST_0870,28,63.31,One year,No
CUST_0871,54,72.26,Two year,No
CUST_0872,10,80.61,Month-to-month,Yes
CUST_0873,4,86.59,Two year,No
CUST_0874,7,71.33,Month-to-month,Yes
CUST_0875,6,97.07,One year,Yes
CUST_0876,3,101.09,One year,Yes
CUST_0877,10,77.29,Two year,No
CUST_0878,35,36.55,One year,No
CUST_0879,69,35.34,Month-to-month,Yes
CUST_0880,28,93.99,One year,Yes
CUST_0881,36,37.41,Month-to-month,Yes
CUST_0882,66,35.17,Month-to-month,No
CUST_0883,2,20.0,Month-to-month,No
CUST_0884,4,98.78,Two year,Yes
CUST_0885,15,112.88,One year,No
CUST_0886,11,104.94,Month-to-month,No
CUST_0887,47,50.47,Two year,No
CUST_0888,51,85.23,One year,No
CUST_0889,21,90.59,One year,No
CUST_0890,35,20.99,Two year,No
CUST_0891,30,51.9,One year,No
CUST_0892,39,30.2,Two year,No
CUST_0893,45,99.28,Two year,No
CUST_0894,55,48.89,One year,No
CUST_0895,49,55.27,Month-to-month,Yes
CUST_0896,23,47.55,Month-to-month,Yes
CUST_0897,13,56.96,Month-to-month,Yes
CUST_0898,63,106.74,One year,Yes
CUST_0899,18,31.59,Month-to-month,No
CUST_0900,45,57.59,One year,No
CUST_0901,44,78.05,Two year,No
CUST_0902,47,62.68,One year,No
CUST_0903,18,61.81,One year,No
CUST_0904,19,36.61,Month-to-month,No
CUST_0905,33,72.45,Two year,No
CUST_0906,68,118.43,One year,No
CUST_0907,23,43.48,Month-to-month,No
CUST_0908,19,69.99,Two year,No
CUST_0909,40,50.6,Month-to-month,No
CUST_0910,65,53.37,One year,No
CUST_0911,53,69.08,One year,No
CUST_0912,4,117.63,Month-to-month,Yes
CUST_0913,25,47.8,Month-to-month,No
CUST_0914,32,78.49,Two year,No
CUST_0915,26,40.4,Two year,No
CUST_0916,12,58.31,Month-to-month,No
CUST_0917,22,103.45,Two year,No
CUST_0918,52,104.42,One year,Yes
CUST_0919,46,89.02,Month-to-month,Yes
CUST_0920,57,64.52,Two year,No
CUST_0921,1,66.42,Month-to-month,Yes
CUST_0922,43,75.01,One year,No
CUST_0923,14,24.44,Month-to-month,Yes
CUST_0924,5,56.68,Month-to-month,Yes
CUST_0925,46,44.19,Two year,No
CUST_0926,46,62.08,One year,No
CUST_0927,55,75.77,One year,No
CUST_0928,60,33.91,One year,No
CUST_0929,24,84.12,Month-to-month,Yes
CUST_0930,54,112.71,One year,No
CUST_0931,60,23.1,One year,No
CUST_0932,67,21.62,Month-to-month,No
CUST_0933,72,89.2,One year,No
CUST_0934,22,49.66,One year,No
CUST_0935,27,111.79,One year,No
CUST_0936,71,104.9,Month-to-month,Yes
CUST_0937,8,61.7,Month-to-month,Yes
CUST_0938,17,40.68,One year,No
CUST_0939,44,86.09,Month-to-month,Yes
CUST_0940,40,43.88,Month-to-month,Yes
CUST_0941,56,49.13,One year,No
CUST_0942,69,32.39,Month-to-month,No
CUST_0943,43,102.76,Month-to-month,No
CUST_0944,32,98.07,Two year,No
CUST_0945,72,106.68,One year,No
CUST_0946,67,57.02,Month-to-month,Yes
CUST_0947,14,82.47,One year,No
CUST_0948,12,91.91,Month-to-month,Yes
CUST_0949,56,38.81,One year,No
CUST_0950,58,53.79,Month-to-month,No
CUST_0951,20,111.87,Month-to-month,Yes
CUST_0952,11,81.05,Two year,Yes
CUST_0953,40,113.3,Two year,Yes
CUST_0954,11,31.13,Two year,No
CUST_0955,62,38.19,Month-to-month,No
CUST_0956,25,28.89,One year,No
CUST_0957,58,76.3,Month-to-month,Yes
CUST_0958,67,71.01,Month-to-month,Yes
CUST_0959,44,77.23,Month-to-month,No
CUST_0960,68,97.49,Month-to-month,No
CUST_0961,45,96.93,Month-to-month,Yes
CUST_0962,47,64.36,Two year,No
CUST_0963,17,31.01,Two year,No
CUST_0964,31,99.45,Two year,Yes
CUST_0965,52,97.39,Month-to-month,Yes
CUST_0966,20,101.97,Two year,No
CUST_0967,51,85.51,Month-to-month,No
CUST_0968,37,115.9,Month-to-month,No
CUST_0969,33,99.84,Two year,No
CUST_0970,13,73.61,Month-to-month,Yes
CUST_0971,47,21.96,One year,Yes
CUST_0972,26,74.82,One year,No
CUST_0973,39,108.04,One year,No
CUST_0974,21,44.82,One year,No
CUST_0975,62,36.85,Month-to-month,No
CUST_0976,56,103.53,One year,No
CUST_0977,8,62.59,One year,No
CUST_0978,42,102.23,One year,Yes
CUST_0979,56,95.11,One year,No
CUST_0980,68,66.05,Month-to-month,Yes
CUST_0981,26,96.17,One year,No
CUST_0982,71,101.42,Month-to-month,Yes
CUST_0983,39,29.17,Month-to-month,No
CUST_0984,12,76.07,One year,No
CUST_0985,53,83.93,Month-to-month,Yes
CUST_0986,21,82.51,Month-to-month,No
CUST_0987,50,109.54,Two year,No
CUST_0988,62,66.24,Two year,No
CUST_0989,71,27.83,One year,No
CUST_0990,34,65.91,Two year,No
CUST_0991,2,66.55,One year,Yes
CUST_0992,63,116.01,Two year,Yes
CUST_0993,56,29.98,Month-to-month,No
CUST_0994,65,67.91,One year,No
CUST_0995,36,119.86,Month-to-month,No
CUST_0996,51,76.85,Month-to-month,No
CUST_0997,33,20.17,Two year,No
CUST_0998,38,75.25,Two year,No
CUST_0999,51,26.1,One year,No
